Round,Double Sixes(T/F),Winner,Total Doubles,Double Ones,Double Twos,Double Threes,Double Fours,Double Fives,Double Sixes
2338,True,Gambler,4,1,0,1,0,0,2
2339,True,Gambler,5,1,0,0,1,2,1
2340,True,Gambler,5,1,0,0,0,1,3
2341,True,Gambler,7,2,2,1,1,0,1
2342,False,House,7,0,0,3,1,3,0
2343,False,House,3,0,2,0,1,0,0
2344,True,Gambler,5,2,0,0,0,2,1
2345,False,House,3,1,0,1,1,0,0
2346,False,House,3,2,0,1,0,0,0
2347,False,House,2,1,1,0,0,0,0
2348,True,Gambler,3,1,0,0,0,1,1
2349,False,House,6,0,0,2,1,3,0
2350,True,Gambler,4,0,0,0,0,1,3
2351,True,Gambler,7,1,1,3,1,0,1
2352,False,House,7,0,3,2,2,0,0
2353,False,House,2,2,0,0,0,0,0
2354,False,House,1,0,0,0,1,0,0
2355,False,House,3,1,0,1,0,1,0
2356,False,House,3,0,0,2,1,0,0
2357,True,Gambler,3,0,1,0,0,1,1
2358,True,Gambler,5,2,0,0,0,1,2
2359,False,House,5,1,3,0,0,1,0
2360,False,House,1,1,0,0,0,0,0
2361,True,Gambler,4,1,1,1,0,0,1
2362,True,Gambler,3,0,0,0,1,0,2
2363,True,Gambler,7,1,1,0,3,0,2
2364,False,House,2,0,1,0,1,0,0
2365,True,Gambler,2,0,1,0,0,0,1
2366,True,Gambler,6,1,2,0,1,1,1
2367,False,House,4,0,0,1,3,0,0
2368,False,House,1,0,0,1,0,0,0
2369,True,Gambler,7,1,1,1,2,1,1
2370,False,House,0,0,0,0,0,0,0
2371,False,House,7,2,2,1,1,1,0
2372,False,House,5,1,1,1,2,0,0
2373,True,Gambler,6,0,2,1,1,1,1
2374,True,Gambler,5,0,2,0,1,1,1
2375,True,Gambler,3,1,0,1,0,0,1
2376,False,House,7,3,2,0,1,1,0
2377,False,House,5,2,2,0,1,0,0
2378,True,Gambler,5,1,1,0,1,1,1
2379,False,House,1,0,0,0,0,1,0
2380,True,Gambler,4,1,0,0,0,2,1
2381,True,Gambler,4,0,0,2,0,1,1
2382,False,House,4,0,0,1,2,1,0
2383,True,Gambler,9,1,1,3,1,2,1
2384,True,Gambler,4,1,0,1,1,0,1
2385,True,Gambler,5,0,1,1,1,1,1
2386,False,House,2,0,0,1,0,1,0
2387,True,Gambler,3,0,1,0,0,1,1
2388,True,Gambler,4,0,2,0,0,0,2
2389,False,House,1,0,0,1,0,0,0
2390,False,House,5,1,0,3,1,0,0
2391,True,Gambler,5,1,3,0,0,0,1
2392,False,House,2,0,1,0,0,1,0
2393,True,Gambler,6,0,1,0,0,4,1
2394,False,House,4,0,1,1,0,2,0
2395,True,Gambler,4,0,1,0,2,0,1
2396,True,Gambler,3,0,0,1,0,1,1
2397,False,House,3,0,0,1,0,2,0
2398,True,Gambler,1,0,0,0,0,0,1
2399,True,Gambler,8,0,1,0,4,2,1
2400,True,Gambler,2,0,0,0,0,1,1
2401,True,Gambler,5,0,1,1,1,1,1
2402,True,Gambler,6,0,2,1,1,0,2
2403,True,Gambler,7,2,0,2,1,1,1
2404,False,House,1,1,0,0,0,0,0
2405,True,Gambler,4,0,0,1,1,1,1
2406,True,Gambler,5,0,0,3,0,0,2
2407,False,House,2,0,0,0,0,2,0
2408,True,Gambler,5,0,1,1,0,1,2
2409,False,House,1,0,1,0,0,0,0
2410,False,House,9,3,3,1,1,1,0
2411,True,Gambler,7,1,1,0,1,2,2
2412,True,Gambler,5,0,1,0,0,1,3
2413,True,Gambler,6,1,1,0,0,2,2
2414,False,House,1,0,0,1,0,0,0
2415,True,Gambler,5,1,2,1,0,0,1
2416,False,House,1,1,0,0,0,0,0
2417,True,Gambler,4,0,1,0,0,2,1
2418,False,House,3,1,1,0,0,1,0
2419,False,House,4,0,1,1,0,2,0
2420,True,Gambler,4,0,0,0,0,2,2
2421,False,House,4,3,0,1,0,0,0
2422,True,Gambler,4,1,1,0,0,0,2
2423,True,Gambler,5,0,0,0,1,3,1
2424,False,House,3,0,0,0,3,0,0
2425,False,House,6,1,2,1,0,2,0
2426,False,House,2,2,0,0,0,0,0
2427,False,House,3,0,2,1,0,0,0
2428,True,Gambler,5,0,0,1,1,1,2
2429,False,House,2,0,0,1,1,0,0
2430,False,House,3,0,1,0,1,1,0
2431,False,House,4,2,0,1,1,0,0
2432,False,House,6,1,0,2,3,0,0
2433,True,Gambler,4,0,0,1,1,0,2
2434,True,Gambler,5,3,0,1,0,0,1
2435,True,Gambler,5,1,0,0,1,2,1
2436,False,House,4,0,1,0,0,3,0
2437,False,House,2,2,0,0,0,0,0
2438,True,Gambler,6,1,1,0,1,1,2
2439,False,House,3,0,0,2,1,0,0
2440,False,House,3,1,0,1,1,0,0
2441,False,House,8,1,2,1,4,0,0
2442,True,Gambler,5,1,0,1,0,1,2
2443,False,House,4,0,1,0,2,1,0
2444,True,Gambler,6,0,1,2,1,0,2
2445,True,Gambler,6,0,3,1,1,0,1
2446,False,House,4,1,1,1,0,1,0
2447,True,Gambler,5,0,3,1,0,0,1
2448,True,Gambler,1,0,0,0,0,0,1
2449,False,House,3,1,0,0,1,1,0
2450,True,Gambler,4,2,0,0,1,0,1
2451,False,House,3,1,0,2,0,0,0
2452,False,House,2,1,0,0,0,1,0
2453,True,Gambler,3,1,0,0,0,1,1
2454,False,House,1,0,0,0,0,1,0
2455,True,Gambler,5,0,0,4,0,0,1
2456,False,House,3,0,1,2,0,0,0
2457,False,House,1,0,0,1,0,0,0
2458,True,Gambler,7,0,0,2,3,1,1
2459,False,House,5,1,1,2,0,1,0
2460,False,House,6,0,2,3,0,1,0
2461,True,Gambler,3,1,0,1,0,0,1
2462,True,Gambler,7,1,2,0,0,1,3
2463,True,Gambler,3,0,1,1,0,0,1
2464,False,House,3,0,0,1,1,1,0
2465,True,Gambler,3,0,0,1,1,0,1
2466,True,Gambler,4,1,0,1,0,0,2
2467,False,House,3,1,0,2,0,0,0
2468,False,House,1,0,0,1,0,0,0
2469,True,Gambler,4,0,0,0,1,1,2
2470,True,Gambler,4,0,1,2,0,0,1
2471,False,House,1,0,0,0,0,1,0
2472,False,House,2,0,1,1,0,0,0
2473,True,Gambler,7,0,0,3,0,1,3
2474,True,Gambler,2,1,0,0,0,0,1
2475,False,House,2,0,1,0,1,0,0
2476,False,House,2,0,0,1,0,1,0
2477,True,Gambler,6,1,1,2,1,0,1
2478,True,Gambler,9,0,0,3,3,2,1
2479,False,House,3,1,1,1,0,0,0
2480,True,Gambler,3,1,0,1,0,0,1
2481,False,House,4,0,0,0,0,4,0
2482,True,Gambler,3,1,0,0,1,0,1
2483,False,House,7,1,1,1,3,1,0
2484,True,Gambler,5,1,0,2,1,0,1
2485,True,Gambler,5,0,2,1,1,0,1
2486,False,House,2,0,0,2,0,0,0
2487,True,Gambler,1,0,0,0,0,0,1
2488,True,Gambler,6,2,0,1,0,1,2
2489,False,House,1,0,1,0,0,0,0
2490,True,Gambler,9,3,1,1,1,2,1
2491,False,House,2,0,2,0,0,0,0
2492,True,Gambler,6,0,2,0,2,1,1
2493,True,Gambler,7,1,1,0,3,1,1
2494,True,Gambler,3,0,0,0,1,1,1
2495,False,House,6,2,1,2,1,0,0
2496,False,House,6,1,1,2,1,1,0
2497,False,House,2,0,0,1,0,1,0
2498,False,House,3,0,3,0,0,0,0
2499,True,Gambler,4,0,0,0,0,1,3
2500,False,House,0,0,0,0,0,0,0
2501,False,House,5,1,2,1,0,1,0
2502,True,Gambler,6,0,2,2,1,0,1
2503,True,Gambler,4,0,0,0,1,1,2
2504,False,House,2,1,1,0,0,0,0
2505,True,Gambler,5,1,1,0,1,1,1
2506,False,House,3,1,1,0,1,0,0
2507,True,Gambler,4,0,0,2,0,1,1
2508,True,Gambler,4,0,3,0,0,0,1
2509,True,Gambler,2,0,0,0,0,0,2
2510,False,House,3,1,0,1,0,1,0
2511,True,Gambler,4,0,0,2,0,1,1
2512,True,Gambler,6,1,1,0,3,0,1
2513,False,House,5,1,1,1,0,2,0
2514,False,House,3,0,1,1,1,0,0
2515,True,Gambler,5,2,1,1,0,0,1
2516,False,House,3,1,0,1,0,1,0
2517,True,Gambler,4,0,0,1,1,1,1
2518,False,House,2,1,0,1,0,0,0
2519,True,Gambler,5,0,0,1,1,0,3
2520,True,Gambler,6,0,1,1,0,2,2
2521,False,House,2,0,0,0,1,1,0
2522,True,Gambler,6,1,1,0,1,2,1
2523,True,Gambler,3,0,0,2,0,0,1
2524,True,Gambler,6,2,1,1,1,0,1
2525,True,Gambler,4,0,0,1,1,1,1
2526,True,Gambler,5,0,0,1,2,0,2
2527,True,Gambler,6,2,2,0,1,0,1
2528,False,House,4,2,0,1,1,0,0
2529,True,Gambler,5,1,1,0,1,1,1
2530,True,Gambler,3,1,0,1,0,0,1
2531,True,Gambler,5,0,1,0,0,0,4
2532,True,Gambler,7,1,2,1,1,0,2
2533,True,Gambler,1,0,0,0,0,0,1
2534,False,House,3,2,0,0,1,0,0
2535,True,Gambler,5,0,0,0,1,2,2
2536,False,House,4,1,0,1,2,0,0
2537,False,House,2,0,0,2,0,0,0
2538,False,House,4,1,1,0,0,2,0
2539,False,House,2,0,1,0,1,0,0
2540,False,House,2,0,0,0,2,0,0
2541,True,Gambler,5,0,0,2,0,2,1
2542,True,Gambler,4,0,2,0,0,1,1
2543,True,Gambler,4,0,0,0,0,2,2
2544,False,House,5,1,0,3,1,0,0
2545,True,Gambler,6,1,0,0,1,3,1
2546,False,House,4,2,1,0,1,0,0
2547,True,Gambler,3,0,0,1,1,0,1
2548,False,House,6,1,4,0,0,1,0
2549,True,Gambler,5,1,0,1,1,1,1
2550,True,Gambler,5,1,2,0,1,0,1
2551,False,House,1,0,0,0,0,1,0
2552,False,House,5,0,1,1,2,1,0
2553,False,House,5,1,0,0,3,1,0
2554,False,House,4,0,0,2,1,1,0
2555,True,Gambler,7,2,1,0,1,2,1
2556,False,House,2,1,0,0,0,1,0
2557,True,Gambler,7,1,4,0,1,0,1
2558,False,House,3,1,1,0,1,0,0
2559,True,Gambler,2,0,1,0,0,0,1
2560,False,House,4,0,3,0,1,0,0
2561,True,Gambler,3,0,0,1,1,0,1
2562,False,House,3,0,1,2,0,0,0
2563,True,Gambler,1,0,0,0,0,0,1
2564,True,Gambler,5,1,0,0,3,0,1
2565,True,Gambler,1,0,0,0,0,0,1
2566,False,House,2,0,0,0,1,1,0
2567,False,House,4,0,1,1,1,1,0
2568,False,House,4,1,1,1,0,1,0
2569,True,Gambler,5,2,1,0,0,0,2
2570,False,House,3,1,0,2,0,0,0
2571,True,Gambler,6,2,0,2,0,1,1
2572,True,Gambler,6,0,2,0,1,2,1
2573,False,House,0,0,0,0,0,0,0
2574,False,House,3,0,0,1,1,1,0
2575,True,Gambler,3,0,0,1,0,0,2
2576,False,House,3,0,1,1,0,1,0
2577,False,House,4,0,1,1,0,2,0
2578,True,Gambler,2,0,0,0,1,0,1
2579,False,House,4,2,0,0,1,1,0
2580,False,House,5,1,2,0,0,2,0
2581,True,Gambler,4,1,1,0,1,0,1
2582,False,House,4,1,0,1,0,2,0
2583,True,Gambler,4,0,0,0,0,1,3
2584,True,Gambler,10,1,3,0,1,1,4
2585,False,House,2,0,0,1,0,1,0
2586,False,House,4,2,0,1,1,0,0
2587,False,House,4,1,0,1,1,1,0
2588,False,House,3,0,2,0,0,1,0
2589,True,Gambler,4,1,1,0,1,0,1
2590,True,Gambler,3,0,2,0,0,0,1
2591,False,House,3,1,0,0,0,2,0
2592,False,House,7,1,0,1,2,3,0
2593,False,House,3,1,1,0,0,1,0
2594,False,House,4,1,0,1,0,2,0
2595,False,House,1,0,0,0,1,0,0
2596,True,Gambler,5,3,0,0,1,0,1
2597,True,Gambler,2,0,0,0,0,1,1
2598,False,House,4,1,1,1,1,0,0
2599,False,House,4,0,1,0,2,1,0
2600,False,House,5,0,0,4,1,0,0
2601,False,House,3,0,3,0,0,0,0
2602,False,House,0,0,0,0,0,0,0
2603,True,Gambler,7,2,1,0,2,1,1
2604,False,House,2,0,1,0,0,1,0
2605,True,Gambler,3,0,0,1,0,1,1
2606,True,Gambler,5,2,0,0,1,1,1
2607,False,House,1,1,0,0,0,0,0
2608,True,Gambler,8,1,4,1,1,0,1
2609,False,House,2,0,1,0,0,1,0
2610,False,House,2,1,0,1,0,0,0
2611,True,Gambler,7,0,3,1,1,1,1
2612,True,Gambler,5,0,0,2,2,0,1
2613,True,Gambler,7,1,0,1,1,2,2
2614,False,House,2,0,0,1,1,0,0
2615,False,House,4,0,0,2,1,1,0
2616,True,Gambler,7,2,2,1,1,0,1
2617,True,Gambler,2,0,0,0,1,0,1
2618,False,House,2,0,0,0,0,2,0
2619,False,House,4,0,0,2,1,1,0
2620,True,Gambler,5,2,1,0,1,0,1
2621,True,Gambler,4,0,0,0,0,3,1
2622,False,House,6,4,0,1,0,1,0
2623,True,Gambler,5,1,2,1,0,0,1
2624,True,Gambler,6,0,1,0,3,1,1
2625,False,House,3,0,0,0,2,1,0
2626,False,House,4,0,0,1,1,2,0
2627,False,House,5,1,1,0,2,1,0
2628,True,Gambler,4,1,0,0,1,0,2
2629,True,Gambler,4,0,0,0,1,2,1
2630,False,House,5,1,2,1,1,0,0
2631,True,Gambler,7,3,1,1,0,1,1
2632,False,House,3,1,0,0,2,0,0
2633,True,Gambler,4,0,0,3,0,0,1
2634,True,Gambler,3,0,2,0,0,0,1
2635,True,Gambler,4,0,0,1,0,2,1
2636,True,Gambler,5,2,0,1,0,1,1
2637,False,House,1,0,0,0,0,1,0
2638,True,Gambler,2,0,0,0,0,0,2
2639,False,House,3,1,0,0,2,0,0
2640,True,Gambler,4,0,0,3,0,0,1
2641,True,Gambler,3,0,0,1,0,1,1
2642,True,Gambler,6,2,0,0,0,2,2
2643,False,House,5,0,3,1,1,0,0
2644,True,Gambler,4,0,0,0,0,3,1
2645,False,House,4,2,1,0,0,1,0
2646,False,House,2,0,1,0,1,0,0
2647,True,Gambler,5,0,1,0,3,0,1
2648,True,Gambler,6,0,0,0,2,1,3
2649,False,House,1,0,0,1,0,0,0
2650,False,House,7,2,3,0,1,1,0
2651,False,House,1,0,0,0,1,0,0
2652,True,Gambler,7,1,0,0,1,2,3
2653,True,Gambler,5,0,0,1,3,0,1
2654,True,Gambler,7,1,0,1,3,1,1
2655,True,Gambler,6,2,1,1,0,1,1
2656,False,House,1,0,0,0,1,0,0
2657,True,Gambler,2,0,0,0,0,1,1
2658,True,Gambler,5,1,0,1,1,1,1
2659,True,Gambler,5,1,0,1,0,2,1
2660,False,House,3,0,0,0,2,1,0
2661,False,House,1,0,0,0,0,1,0
2662,True,Gambler,7,2,1,0,0,3,1
2663,False,House,3,1,0,2,0,0,0
2664,True,Gambler,4,0,1,0,0,0,3
2665,False,House,3,1,1,0,1,0,0
2666,True,Gambler,1,0,0,0,0,0,1
2667,False,House,6,1,1,0,3,1,0
2668,True,Gambler,6,0,0,1,2,2,1
2669,True,Gambler,4,1,1,0,0,0,2
2670,True,Gambler,6,1,1,1,0,2,1
2671,False,House,4,1,1,2,0,0,0
2672,False,House,3,0,2,0,1,0,0
2673,False,House,3,0,1,0,2,0,0
2674,False,House,3,2,0,0,1,0,0
2675,False,House,5,0,2,1,1,1,0
2676,True,Gambler,6,2,1,2,0,0,1
2677,False,House,3,0,0,1,2,0,0
2678,True,Gambler,3,0,1,0,1,0,1
2679,False,House,3,0,0,0,3,0,0
2680,False,House,2,0,1,0,0,1,0
2681,False,House,6,1,0,1,2,2,0
2682,True,Gambler,4,0,1,0,0,2,1
2683,True,Gambler,4,0,1,0,1,1,1
2684,True,Gambler,4,1,1,0,0,1,1
2685,False,House,8,2,1,2,2,1,0
2686,False,House,4,1,1,1,0,1,0
2687,True,Gambler,4,0,0,1,1,0,2
2688,True,Gambler,4,1,1,1,0,0,1
2689,True,Gambler,2,0,0,0,0,0,2
2690,True,Gambler,5,0,2,0,2,0,1
2691,False,House,3,0,0,0,2,1,0
2692,True,Gambler,2,0,0,0,1,0,1
2693,True,Gambler,2,0,1,0,0,0,1
2694,False,House,2,1,0,0,0,1,0
2695,False,House,2,2,0,0,0,0,0
2696,True,Gambler,2,0,0,0,1,0,1
2697,False,House,2,2,0,0,0,0,0
2698,False,House,2,2,0,0,0,0,0
2699,False,House,2,0,0,1,0,1,0
2700,False,House,0,0,0,0,0,0,0
2701,False,House,1,0,0,1,0,0,0
2702,True,Gambler,4,0,1,2,0,0,1
2703,False,House,1,1,0,0,0,0,0
2704,True,Gambler,3,1,0,1,0,0,1
2705,False,House,1,0,0,0,0,1,0
2706,True,Gambler,8,0,3,2,1,0,2
2707,True,Gambler,3,0,0,0,1,1,1
2708,True,Gambler,4,0,1,1,0,1,1
2709,False,House,7,1,1,2,3,0,0
2710,False,House,3,1,1,0,0,1,0
2711,False,House,1,1,0,0,0,0,0
2712,True,Gambler,1,0,0,0,0,0,1
2713,True,Gambler,4,0,1,0,2,0,1
2714,True,Gambler,4,1,0,0,1,0,2
2715,False,House,2,0,0,0,1,1,0
2716,True,Gambler,6,2,0,1,1,1,1
2717,False,House,4,1,1,0,2,0,0
2718,True,Gambler,6,2,1,2,0,0,1
2719,False,House,1,0,0,1,0,0,0
2720,False,House,2,0,0,0,1,1,0
2721,True,Gambler,3,2,0,0,0,0,1
2722,True,Gambler,4,0,1,0,2,0,1
2723,False,House,3,0,1,1,0,1,0
2724,True,Gambler,1,0,0,0,0,0,1
2725,False,House,2,0,1,0,0,1,0
2726,False,House,4,0,2,0,1,1,0
2727,False,House,3,0,2,0,0,1,0
2728,True,Gambler,4,0,0,0,2,1,1
2729,True,Gambler,2,1,0,0,0,0,1
2730,True,Gambler,4,2,0,0,1,0,1
2731,True,Gambler,7,0,3,0,2,1,1
2732,True,Gambler,3,0,0,1,0,1,1
2733,True,Gambler,5,1,1,0,1,0,2
2734,True,Gambler,5,2,1,0,0,0,2
2735,False,House,4,1,0,1,1,1,0
2736,False,House,4,0,0,0,2,2,0
2737,True,Gambler,4,1,1,0,1,0,1
2738,False,House,5,0,0,1,2,2,0
2739,True,Gambler,4,1,0,0,0,0,3
2740,False,House,2,2,0,0,0,0,0
2741,True,Gambler,6,1,1,0,1,2,1
2742,False,House,2,0,1,0,0,1,0
2743,False,House,5,1,0,2,1,1,0
2744,True,Gambler,4,0,0,2,0,0,2
2745,True,Gambler,5,0,0,2,2,0,1
2746,False,House,2,2,0,0,0,0,0
2747,False,House,2,1,0,0,1,0,0
2748,True,Gambler,4,2,0,0,1,0,1
2749,True,Gambler,5,2,0,1,0,0,2
2750,False,House,0,0,0,0,0,0,0
2751,False,House,2,0,0,0,1,1,0
2752,True,Gambler,5,0,0,3,1,0,1
2753,False,House,3,0,0,1,1,1,0
2754,True,Gambler,4,0,1,0,1,1,1
2755,True,Gambler,2,0,0,1,0,0,1
2756,True,Gambler,4,0,0,1,1,0,2
2757,False,House,2,1,0,0,1,0,0
2758,True,Gambler,7,1,2,1,1,0,2
2759,True,Gambler,6,1,0,2,1,1,1
2760,True,Gambler,2,0,0,1,0,0,1
2761,False,House,5,0,0,2,2,1,0
2762,True,Gambler,3,1,1,0,0,0,1
2763,False,House,1,1,0,0,0,0,0
2764,False,House,3,0,1,1,1,0,0
2765,False,House,6,2,0,2,1,1,0
2766,True,Gambler,4,1,1,0,1,0,1
2767,True,Gambler,1,0,0,0,0,0,1
2768,False,House,3,1,2,0,0,0,0
2769,True,Gambler,4,0,1,0,2,0,1
2770,True,Gambler,3,0,0,0,0,2,1
2771,True,Gambler,1,0,0,0,0,0,1
2772,True,Gambler,2,0,0,0,1,0,1
2773,True,Gambler,6,1,2,0,1,0,2
2774,True,Gambler,4,0,1,1,0,1,1
2775,False,House,6,1,1,0,4,0,0
2776,True,Gambler,5,0,0,2,1,1,1
2777,True,Gambler,5,0,1,0,1,2,1
2778,True,Gambler,4,1,0,1,1,0,1
2779,True,Gambler,3,1,0,0,0,0,2
2780,True,Gambler,7,2,0,4,0,0,1
2781,True,Gambler,2,0,0,0,0,1,1
2782,True,Gambler,2,1,0,0,0,0,1
2783,True,Gambler,3,0,0,0,1,1,1
2784,True,Gambler,2,0,1,0,0,0,1
2785,True,Gambler,1,0,0,0,0,0,1
2786,False,House,2,1,0,0,1,0,0
2787,False,House,5,0,2,0,2,1,0
2788,False,House,2,0,1,0,0,1,0
2789,True,Gambler,1,0,0,0,0,0,1
2790,False,House,3,0,0,1,1,1,0
2791,True,Gambler,3,0,0,1,0,0,2
2792,True,Gambler,4,0,0,1,0,1,2
2793,False,House,3,0,2,0,0,1,0
2794,False,House,4,1,1,0,2,0,0
2795,True,Gambler,2,0,0,0,0,0,2
2796,True,Gambler,6,1,0,1,1,1,2
2797,True,Gambler,5,1,1,0,2,0,1
2798,True,Gambler,4,0,1,0,1,1,1
2799,False,House,3,1,0,1,1,0,0
2800,False,House,5,2,1,1,1,0,0
2801,True,Gambler,3,0,1,1,0,0,1
2802,False,House,6,0,1,1,2,2,0
2803,True,Gambler,7,1,1,3,0,1,1
2804,True,Gambler,4,0,3,0,0,0,1
2805,True,Gambler,3,0,0,1,0,1,1
2806,False,House,5,0,2,0,2,1,0
2807,True,Gambler,6,0,0,1,3,1,1
2808,False,House,4,0,0,2,2,0,0
2809,True,Gambler,7,0,0,2,2,2,1
2810,True,Gambler,5,1,1,1,0,0,2
2811,False,House,2,1,0,1,0,0,0
2812,False,House,5,2,1,1,0,1,0
2813,False,House,5,3,0,0,1,1,0
2814,False,House,3,0,0,0,0,3,0
2815,False,House,2,1,0,0,1,0,0
2816,False,House,2,1,1,0,0,0,0
2817,True,Gambler,4,0,0,0,2,1,1
2818,False,House,6,0,2,1,2,1,0
2819,False,House,4,0,0,2,1,1,0
2820,True,Gambler,5,1,1,1,1,0,1
2821,True,Gambler,2,0,0,0,0,0,2
2822,True,Gambler,2,0,0,0,0,0,2
2823,False,House,4,0,1,0,2,1,0
2824,False,House,1,1,0,0,0,0,0
2825,True,Gambler,11,2,2,3,1,1,2
2826,True,Gambler,4,2,0,0,0,0,2
2827,False,House,3,0,0,2,0,1,0
2828,True,Gambler,6,1,1,1,2,0,1
2829,False,House,5,0,0,2,2,1,0
2830,True,Gambler,2,0,0,0,0,1,1
2831,True,Gambler,5,2,1,1,0,0,1
2832,True,Gambler,2,0,1,0,0,0,1
2833,True,Gambler,6,1,2,2,0,0,1
2834,True,Gambler,7,1,1,2,0,0,3
2835,False,House,3,0,0,1,1,1,0
2836,True,Gambler,7,1,0,1,1,1,3
2837,False,House,3,1,0,0,2,0,0
2838,True,Gambler,5,1,1,1,0,0,2
2839,False,House,4,0,2,0,2,0,0
2840,False,House,3,0,0,1,1,1,0
2841,False,House,4,2,1,1,0,0,0
2842,True,Gambler,5,1,0,0,0,2,2
2843,True,Gambler,6,0,1,1,2,1,1
2844,True,Gambler,3,0,1,0,0,1,1
2845,False,House,4,0,2,0,0,2,0
2846,False,House,2,1,0,0,1,0,0
2847,False,House,3,0,0,1,1,1,0
2848,False,House,3,0,1,0,1,1,0
2849,False,House,5,1,1,0,2,1,0
2850,False,House,1,1,0,0,0,0,0
2851,False,House,4,1,1,1,1,0,0
2852,False,House,2,0,0,1,1,0,0
2853,False,House,4,0,3,0,1,0,0
2854,False,House,3,0,0,2,0,1,0
2855,True,Gambler,3,1,0,0,0,1,1
2856,False,House,6,3,0,2,1,0,0
2857,False,House,1,0,0,0,0,1,0
2858,True,Gambler,4,0,0,0,3,0,1
2859,True,Gambler,5,2,1,0,1,0,1
2860,True,Gambler,4,0,1,1,0,0,2
2861,True,Gambler,2,0,0,0,1,0,1
2862,True,Gambler,4,1,0,0,0,1,2
2863,False,House,6,0,1,1,2,2,0
2864,False,House,2,0,0,1,0,1,0
2865,False,House,1,0,0,0,0,1,0
2866,True,Gambler,3,0,1,1,0,0,1
2867,False,House,4,0,1,1,2,0,0
2868,True,Gambler,3,1,0,0,1,0,1
2869,True,Gambler,6,0,1,1,3,0,1
2870,True,Gambler,3,0,0,0,1,0,2
2871,False,House,6,2,2,1,0,1,0
2872,True,Gambler,5,0,1,1,1,0,2
2873,False,House,2,1,0,1,0,0,0
2874,False,House,3,1,1,1,0,0,0
2875,True,Gambler,2,0,0,0,1,0,1
2876,True,Gambler,5,3,0,0,0,1,1
2877,False,House,4,1,1,1,1,0,0
2878,True,Gambler,5,0,1,1,2,0,1
2879,True,Gambler,3,0,1,1,0,0,1
2880,True,Gambler,2,0,0,1,0,0,1
2881,True,Gambler,4,1,0,0,1,1,1
2882,False,House,0,0,0,0,0,0,0
2883,False,House,3,1,1,0,1,0,0
2884,False,House,2,0,0,0,2,0,0
2885,False,House,2,0,0,0,2,0,0
2886,True,Gambler,6,2,2,1,0,0,1
2887,False,House,1,0,0,0,0,1,0
2888,True,Gambler,4,0,0,1,0,1,2
2889,True,Gambler,8,1,1,4,0,0,2
2890,True,Gambler,4,1,1,0,0,0,2
2891,True,Gambler,3,0,0,2,0,0,1
2892,False,House,6,1,2,0,1,2,0
2893,True,Gambler,3,0,2,0,0,0,1
2894,False,House,9,3,1,2,1,2,0
2895,False,House,3,1,1,1,0,0,0
2896,True,Gambler,3,0,0,0,1,1,1
2897,True,Gambler,7,2,1,0,3,0,1
2898,False,House,3,1,1,1,0,0,0
2899,False,House,6,2,1,1,0,2,0
2900,True,Gambler,5,0,1,1,1,1,1
2901,False,House,2,1,0,0,1,0,0
2902,False,House,3,1,0,2,0,0,0
2903,False,House,5,2,1,0,0,2,0
2904,False,House,5,3,0,1,1,0,0
2905,True,Gambler,1,0,0,0,0,0,1
2906,True,Gambler,5,0,1,1,0,2,1
2907,True,Gambler,4,0,0,0,1,2,1
2908,False,House,6,1,1,3,0,1,0
2909,True,Gambler,4,0,0,0,1,0,3
2910,True,Gambler,6,0,1,2,0,0,3
2911,False,House,3,0,1,0,0,2,0
2912,False,House,5,1,3,1,0,0,0
2913,True,Gambler,7,1,0,1,2,2,1
2914,True,Gambler,2,0,0,0,1,0,1
2915,True,Gambler,3,1,0,0,1,0,1
2916,False,House,7,0,2,3,2,0,0
2917,False,House,5,2,0,2,1,0,0
2918,True,Gambler,9,2,0,2,0,3,2
2919,False,House,6,2,1,1,0,2,0
2920,True,Gambler,3,1,0,1,0,0,1
2921,True,Gambler,5,0,0,3,1,0,1
2922,False,House,2,1,0,1,0,0,0
2923,False,House,3,0,0,2,0,1,0
2924,False,House,3,1,0,0,2,0,0
2925,True,Gambler,2,0,0,1,0,0,1
2926,True,Gambler,5,1,0,0,1,2,1
2927,False,House,1,0,0,0,0,1,0
2928,True,Gambler,3,0,0,1,1,0,1
2929,False,House,5,2,1,0,0,2,0
2930,True,Gambler,5,1,1,0,0,2,1
2931,False,House,4,0,1,0,2,1,0
2932,True,Gambler,8,1,0,1,4,1,1
2933,False,House,1,0,1,0,0,0,0
2934,True,Gambler,7,4,1,1,0,0,1
2935,True,Gambler,6,0,1,0,2,1,2
2936,True,Gambler,2,1,0,0,0,0,1
2937,True,Gambler,8,1,2,0,3,1,1
2938,True,Gambler,5,0,2,0,1,0,2
2939,True,Gambler,6,2,2,0,0,1,1
2940,False,House,5,0,2,1,0,2,0
2941,True,Gambler,5,0,1,1,0,1,2
2942,False,House,2,0,0,0,0,2,0
2943,True,Gambler,2,0,0,0,0,0,2
2944,False,House,3,1,1,0,1,0,0
2945,True,Gambler,1,0,0,0,0,0,1
2946,False,House,1,0,0,1,0,0,0
2947,True,Gambler,1,0,0,0,0,0,1
2948,True,Gambler,2,0,0,1,0,0,1
2949,False,House,3,0,0,1,1,1,0
2950,False,House,3,0,1,0,1,1,0
2951,False,House,4,0,1,0,2,1,0
2952,True,Gambler,5,0,0,2,0,2,1
2953,True,Gambler,8,2,1,2,1,0,2
2954,False,House,4,0,1,1,1,1,0
